-1.972135796775884797e+00,-3.910889669602962693e-01,0.000000000000000000e+00
-1.242894479154629028e+00,-1.398289678271604775e+00,0.000000000000000000e+00
8.284264123630824539e-01,-8.028431714973141009e-01,1.000000000000000000e+00
1.215446599790104720e+00,9.420449773403259952e-01,1.000000000000000000e+00
-1.723676639174510417e+00,8.469038980594052468e-01,0.000000000000000000e+00
7.851966086193868932e-01,1.031915860011022756e+00,1.000000000000000000e+00
1.038689161146191697e+00,1.854789874674730998e-01,1.000000000000000000e+00
-1.338710930157699153e+00,3.934607601553278267e-01,0.000000000000000000e+00
4.959040843706200574e-01,-1.013228012500692277e+00,1.000000000000000000e+00
-8.211456432855972487e-01,1.676382441166503479e-01,0.000000000000000000e+00
-2.009769249899597376e+00,1.133702990776603636e+00,0.000000000000000000e+00
-1.180832826423316773e+00,2.493990185752055222e+00,0.000000000000000000e+00
1.203567671116805071e+00,-8.929844171038689438e-02,1.000000000000000000e+00
-7.169086900146335317e-01,-1.666059178570646893e+00,0.000000000000000000e+00
-1.709434814281709292e+00,4.967269541347468786e-01,0.000000000000000000e+00
-1.208444575017851186e+00,-7.659300746299967377e-01,0.000000000000000000e+00
8.843599027868479512e-01,-9.940182922196607596e-01,1.000000000000000000e+00
1.092414889935987121e+00,2.927951308453091150e-01,1.000000000000000000e+00
1.509686175657968699e+00,1.209027284571865035e+00,1.000000000000000000e+00
7.552289370016880277e-01,-1.054850597573964377e+00,1.000000000000000000e+00
-1.085925178969469940e+00,4.125801614290497965e-01,0.000000000000000000e+00
-1.112906988241407547e+00,1.130018052749382385e+00,0.000000000000000000e+00
1.097432642983744655e+00,-1.478319364451425200e+00,1.000000000000000000e+00
7.942974203224827390e-01,-4.687562856851465454e-01,1.000000000000000000e+00
1.168756699548651801e+00,-1.404318310852580853e-01,1.000000000000000000e+00
1.097846092757650771e+00,2.942166265326113805e-01,1.000000000000000000e+00
-6.546098190555407204e-01,9.028258592331454002e-01,0.000000000000000000e+00
-1.803848682327088726e+00,-2.795102145235835445e-01,0.000000000000000000e+00
9.219610626308779588e-01,-4.458727825776644949e-01,1.000000000000000000e+00
6.650024603126627465e-01,9.296578406361021285e-01,1.000000000000000000e+00
-7.723476869240291087e-01,1.062710416141073422e+00,0.000000000000000000e+00
1.091229334019089059e+00,1.290229930945093750e+00,1.000000000000000000e+00
-1.226050653980972571e+00,1.242099025529287519e-02,0.000000000000000000e+00
6.329503630983008833e-01,6.985664041829249271e-01,1.000000000000000000e+00
8.472270134039466827e-01,-5.508760030855311962e-01,1.000000000000000000e+00
7.162034921020377087e-01,-8.204631637242422171e-01,1.000000000000000000e+00
1.265579433122223207e+00,1.321715346592072793e+00,1.000000000000000000e+00
-8.707712753926508675e-01,6.955467245457797043e-01,0.000000000000000000e+00
-1.777426881065459874e+00,-4.478983519268437963e-01,0.000000000000000000e+00
9.472771846801181228e-01,-1.335091734630614146e+00,1.000000000000000000e+00
-1.382735396909179126e+00,8.152335776533699285e-02,0.000000000000000000e+00
1.257191391021066140e+00,1.004056148009123239e+00,1.000000000000000000e+00
-1.071174335931799781e+00,1.780090913585254675e-01,0.000000000000000000e+00
-1.744835583844167370e+00,-7.984279607352327002e-01,0.000000000000000000e+00
-7.266178255787618667e-01,-1.839260863340729024e+00,0.000000000000000000e+00
1.469551550553871877e+00,2.165421117012678032e+00,1.000000000000000000e+00
9.614902102555779040e-01,-1.081118277035843844e+00,1.000000000000000000e+00
-1.358664476675190524e+00,-5.803829832256629517e-01,0.000000000000000000e+00
-8.145592160271777349e-01,6.088572918018317903e-01,0.000000000000000000e+00
9.435864453906883664e-01,-2.052562921769062854e+00,1.000000000000000000e+00
-6.480695891230672245e-01,-2.057922982750035878e-01,0.000000000000000000e+00
-9.883758250768824860e-01,-9.282048316241880981e-01,0.000000000000000000e+00
1.291137879701254487e+00,-2.534793827810768452e-01,1.000000000000000000e+00
9.937859489762864706e-01,8.078427433410448888e-01,1.000000000000000000e+00
-1.088831407282780050e+00,-1.235614261466593922e+00,0.000000000000000000e+00
1.117612613495269303e+00,1.602815536926138762e+00,1.000000000000000000e+00
1.233936327327856297e+00,-1.420949475967842046e+00,1.000000000000000000e+00
-1.234320014710270197e+00,5.281867344521977703e-01,0.000000000000000000e+00
1.316507313698184189e+00,1.359711977546671502e+00,1.000000000000000000e+00
9.532793569066159156e-01,-2.405099480267083589e-01,1.000000000000000000e+00
-4.841124284695816904e-01,8.635956020616977202e-01,0.000000000000000000e+00
-1.553033398184943570e+00,-1.076590504455346764e+00,0.000000000000000000e+00
9.737023697229097996e-01,1.474864710635899745e-01,1.000000000000000000e+00
-1.062262474533706147e+00,2.029544184919912730e+00,0.000000000000000000e+00
-3.635579316344640377e-01,3.308656204484647367e-01,0.000000000000000000e+00
-1.122971984271508017e+00,-1.667536780828645648e+00,0.000000000000000000e+00
