-4.196543985747802630e-02,-5.247591335910672949e-01,0.000000000000000000e+00
-1.265495885429535727e+00,1.436178140296006545e+00,1.000000000000000000e+00
1.362960551491104733e+00,-1.801049071554134517e+00,0.000000000000000000e+00
3.068080853837792166e+00,-2.755451507764254959e-01,0.000000000000000000e+00
1.991025471506385536e+00,-1.473253038411305393e+00,0.000000000000000000e+00
2.173972175157648401e+00,-2.274535203321003340e+00,0.000000000000000000e+00
9.873248228554365458e-01,1.919053820311519054e+00,0.000000000000000000e+00
-9.067979336035685289e-01,6.689584870531131156e-01,1.000000000000000000e+00
7.342597102643617646e-01,-5.986741744762777984e-01,1.000000000000000000e+00
-2.563462191223921494e+00,2.525629224989124566e+00,1.000000000000000000e+00
2.246150104047067497e+00,1.482367585615929073e-01,0.000000000000000000e+00
1.706102663324256641e+00,-2.371518739952978017e-01,0.000000000000000000e+00
2.881239828653980872e+00,-2.543242898992187140e+00,0.000000000000000000e+00
-2.427265397396313862e+00,1.166160887766467980e+00,1.000000000000000000e+00
-3.682783585292708217e-01,3.388833732090155149e-01,1.000000000000000000e+00
-4.741076252175096428e+00,1.441789662589416654e-01,1.000000000000000000e+00
-3.107746367980762425e+00,1.130688821659168175e+00,1.000000000000000000e+00
5.648463167691007980e-01,1.943996088945894485e+00,0.000000000000000000e+00
-3.121219643016882817e+00,8.701489613983190985e-01,1.000000000000000000e+00
-1.958444091809438792e+00,8.513998619276903490e-01,1.000000000000000000e+00
-2.535146632991994942e+00,2.701872598209536402e+00,1.000000000000000000e+00
-5.480773575432480449e-01,3.197167317874012760e+00,1.000000000000000000e+00
3.602497640162805048e-02,9.511638918679095056e-01,1.000000000000000000e+00
2.568131625422262587e+00,-2.717475261462011460e+00,0.000000000000000000e+00
1.909786953081302752e-01,-2.483783129044854210e+00,0.000000000000000000e+00
-3.465660836284419233e+00,3.313199655062621929e-01,1.000000000000000000e+00
1.374990806592369719e+00,-2.310165321533439009e+00,0.000000000000000000e+00
-2.461028590232447133e+00,-5.275702412726084312e-01,1.000000000000000000e+00
2.903975187035200634e+00,-1.496087900120701253e+00,0.000000000000000000e+00
-1.477508018126253653e+00,-2.190935254233938867e-01,1.000000000000000000e+00
7.343525673955597632e-01,3.260176434742254603e-01,0.000000000000000000e+00
2.764408971631874934e+00,-6.532096167101903994e-01,0.000000000000000000e+00
7.907704712127702207e-01,3.542837481638031250e+00,1.000000000000000000e+00
2.704547306658132921e+00,1.682578943294914531e-01,0.000000000000000000e+00
-8.076879560631338162e-01,1.609483739829755011e+00,1.000000000000000000e+00
-1.889464044519142849e+00,7.948100149958424732e-01,1.000000000000000000e+00
1.699639961324429516e+00,2.376709472483869323e+00,0.000000000000000000e+00
-1.430637028667039345e+00,3.153447450892836290e+00,1.000000000000000000e+00
